id,category,keywords,"Arts, Crafts, Music and Drama;",Community resouces;,Day opportunities;,Entertainment and leisure;,Social groups;,Support and community groups;,Support and assistance;,Young people's activities;,legacy_categories,area,parent_organisation,name,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,days,daytime,frequency,venue,postcode,price,contact_name,phone,url,email,description,last_updated,review_date,review_notes,assigned_to,review_number,Young people;,Young adults;,Older adults;,age_groups,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,suitability,vol_dbs_check,safeguarding,health_safety,insurance,accessibility,clo_notes,laf_area,ccg_locality,review_status
2842,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,Simply Walk,Simply Walk - Walton Court,,,,,Friday;,,,Friday;,TRUE,Friday 10:00,"Healthy Living Centre, Unit 1 Walton Court Shopping Centre, Hannon Road, Aylesbury",HP21 8TJ,,Fiona Broadbent,01494 475367,https://www.buckscc.gov.uk/services/environment/exploring-the-countryside/simply-walk/,simplywalks@buckscc.gov.uk,"For up to date information on all Simply Walk sessions, visit our website or contact Fiona via email.  If a client needs 1:1 support they must attend with a carer.",4/1/2019,,2019-01-07 JAL - Checked on Simply Walk website,JAL,0,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Beaconsfield,AV Central,New Entry
2843,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Amersham,Amersham Library,,,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Friday, Saturday","Amersham Library, Chiltern Avenue, Amersham",HP6 5AH,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-ame@buckscc.gov.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by Simply Walk website,JAL,0,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,,,"Great Brickhill, Wing & Ivinghoe",Amersham and Chesham,New Entry
2844,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Aylesbury,Aylesbury Library,,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Weekdays, Saturday","Aylesbury Library, Walton Street, Aylesbury",HP20 1UU,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-ayl@buckscc.gov.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by Simply Walk website,JAL,0,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,Greater Aylesbury,AV Central,New Entry
2845,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Beaconsfield,Beaconsfield Library,,,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Friday, Saturday","Beaconsfield Library, Reynolds Road, Beaconsfield",HP9 2NJ,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-bea@buckscc.gov.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by Simply Walk website,JAL,0,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,Building Wheelchair Access;WC Wheelchair Access,,Beaconsfield,Wooburn Green,New Entry
2846,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Bourne End,Bourne End Community Library,,,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Friday, Saturday","Bourne End Community Library, Wakeman Road, Bourne End",SL8 5SX,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-BOE@buckscc.gov.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by Simply Walk website,JAL,0,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking,,Chepping Wye Valley,Wooburn Green,New Entry
2847,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Buckingham,Buckingham Library,,,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Friday, Saturday","Buckingham Library, Verney Close, Buckingham",MK18 1JP,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-buc@buckscc.gov.uk,Please contact for full opening times and events held within the library,4/2/2019,4/2/2019,2019-05-02 KB -,,8,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,Completed
2848,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Burnham,Burnham Community Library,,,Tuesday;,,Thursday;,Friday;,Saturday;,,Tuesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Friday, Saturday","Burnham Community Library, Windsor Lane, Burnham",SL1 7HR,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-bur@buckscc.gov.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Beeches,Southern,New Entry
2849,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Wycombe,Castlefield Community Library,,,Tuesday;,,Thursday;,,Saturday;,,Tuesday;Thursday;Saturday;,TRUE,"Tuesday, Thursday, Saturday","Rutland Avenue, High Wycombe",HP12 3LL,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,library@buckscc.gov.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,Building Wheelchair Access;WC Wheelchair Access,,High Wycombe,Wycombe,New Entry
2850,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Chalfont St Giles,Chalfont St Giles Community Library,,,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Friday, Saturday","Chalfont St Giles Community Library, High Street",HP8 4QA,,,01494 874732,https://www.buckscc.gov.uk/services/libraries,library@buckscc.gov.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,,,The Chalfonts,Southern,New Entry
2851,Learning,Organisation,,,,,,,,,,Chalfont St Peter,Chalfont St Peter Community Library,,,Tuesday;,,,Friday;,Saturday;,,Tuesday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Friday, Saturday","CSP Community Library, High Street, Chalfont St Peter",SL9 9QA,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,csp-cl@hotmail.co.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,The Chalfonts,Southern,New Entry
2852,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Chesham,Chesham Library,,,Tuesday;,Wednesday;,Thursday;,,Saturday;,,Tuesday;Wednesday;Thursday;Saturday;,TRUE,"Monday, Tuesday, Thursday, Saturday","Elgiva Lane, Chesham",HP5 2JD,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,csp-cl@hotmail.co.uk,Please contact for full opening times and events held within the library,4/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,,,Chesham and Chiltern Villages,Amersham and Chesham,New Entry
2853,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Farnham Common,Farnham Common Community Library,,,Tuesday;,,Thursday;,Friday;,Saturday;,,Tuesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Thursday, Friday, Saturday","Victoria Road, Farnham Common",SL2 3NL,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,contact.farnhamccl@gmail.com,Please contact for full opening times and events held within the library,16/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Beeches,Southern,New Entry
2854,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Flackwell Heath,Flackwell Heath Community Library,,,Tuesday;,,Thursday;,Friday;,Saturday;,,Tuesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Thursday, Saturday","Tuesday, Thursday, Friday, Saturday",HP10 9AA,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,fhcl@flackwellheath.net,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Chepping Wye Valley,Wooburn Green,New Entry
2855,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Gerrards Cross,Gerrards Cross Community Library,,,Tuesday;,,Thursday;,Friday;,Saturday;,,Tuesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Thursday, Friday, Saturday","38 Station Road, Gerrards Cross",SL9 8EL,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-gex@buckscc.gov.uk,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Denham & Gerrards Cross,Southern,New Entry
2856,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Great Missenden,Great Missenden Library,,,Tuesday;,Wednesday;,,Friday;,Saturday;,,Tuesday;Wednesday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Friday, Saturday","High Street, Great Missenden",HP16 0AL,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-mis@buckscc.gov.uk,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,The Missendens,Amersham and Chesham,New Entry
2857,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Haddenham,Haddenham Community Library,,,Tuesday;,,Thursday;,Friday;,Saturday;,,Tuesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Thursday, Friday, Saturday","Banks Park, Banks Road, Haddenham",HP17 8EE,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,staff@haddenhamcommunitylibrary.org.uk,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Haddenham & Long Crendon,AV Central,New Entry
2858,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Hazlemere,Hazlemere Library,,Monday;,Tuesday;,,Thursday;,Friday;,Saturday;,,Monday;Tuesday;Thursday;Friday;Saturday;,TRUE,"Monday, Tuesday, Thursday, Friday, Saturday","Hazlemere Library, 312 Amersham Road, Hazlemere",HP15 7PY,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-haz@buckscc.gov.uk,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Chepping Wye Valley,Wooburn Green,New Entry
2859,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Iver Heath,Iver Heath Community Library,,,Tuesday;,,Thursday;,,Saturday;,,Tuesday;Thursday;Saturday;,TRUE,"Tuesday, Thursday, Saturday","St Margaret's Close, Iver Heath",SL0 0DA,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-ivh@buckscc.gov.uk,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Wexham & Ivers,Southern,New Entry
2860,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Little Chalfont,Little Chalfont Community Library,,,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Friday, Saturday","Cokes Lanes, Little Chalfont",HP7 9QA,,,01494 764602,https://www.buckscc.gov.uk/services/libraries,Littlechalfontlibrary@gmail.com,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,The Chalfonts,Amersham and Chesham,New Entry
2861,Learning,Organisation,,,,,,,,,,Long Crendon,Long Crendon Community Library,,,Tuesday;,Wednesday;,,Friday;,Saturday;,,Tuesday;Wednesday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Friday, Saturday","High Street, Long Crendon",HP18 9AF,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,longcrendonlibrary@hotmail.com,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Haddenham & Long Crendon,AV Central,New Entry
2862,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Marlow,Marlow Library,,,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Friday, Saturday","Marlow Library, Institute Road, Marlow",SL7 1BL,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-mar@buckscc.gov.uk,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access,,South West Chilterns & Marlow,Wooburn Green,New Entry
2863,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Princes Risborough,Princes Risborough Library,,,Tuesday;,Wednesday;,Thursday;,Friday;,,,Tuesday;Wednesday;Thursday;Friday;,TRUE,"Tuesday, Wednesday, Thursday, Friday","Bell Street, Princes Risborough",HP27 0AA,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-prr@buckscc.gov.uk,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,North West Chilterns,AV South,New Entry
2864,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,West Wycombe,West Wycombe Community Library,,,Tuesday;,Wednesday;,Thursday;,,Saturday;,,Tuesday;Wednesday;Thursday;Saturday;,TRUE,"Tuesday, Wednesday, Thursday, Saturday","Wycombe Road, Stokenchurch, High Wycombe",HP14 3RG,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,enquiries.scl@gmail.com,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,High Wycombe,Wycombe,New Entry
2865,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Wing,Wing Community Library,,,Tuesday;,Wednesday;,,Friday;,Saturday;,,Tuesday;Wednesday;Friday;Saturday;,TRUE,"Tuesday, Wednesday, Friday, Saturday","Wing Hall, Leighton Road, Wing",LU7 0NN,,,01296 342415,https://www.buckscc.gov.uk/services/libraries,wingcommunitylibrary@gmail.com,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,"Great Brickhill, Wing & Ivinghoe",AV North,New Entry
2866,Learning,Organisation,,Community resouces;,,,,,,,Community resouces;,Winslow,Winslow Community Library,,Monday;,Tuesday;,Wednesday;,,Friday;,Saturday;,,Monday;Tuesday;Wednesday;Friday;Saturday;,TRUE,"Monday, Tuesday, Wednesday, Friday, Saturday","Winslow Community Library, Park Road, Winslow",MK18 3DL,,,01296 382415,https://www.buckscc.gov.uk/services/libraries,lib-wis@buckscc.gov.uk,Please contact for full opening times and events held within the library,1/1/2019,,2019-01-10 JAL Confirmed by library,,7,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Winslow & District,AV North,New Entry
2816,Social,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Gerrards Cross,,Horticultural Society - GX,Monday;,,,,,,,Monday;,FALSE,2nd Monday 19:00,"Youth Centre, Colston Hall, Memorial Centre, East Common, Gerrards Cross",SL9 7AD,,,,www.gxca.org.uk/club/horticultural-society,via website,"The Horticultural Society aims to provide a forum for gardeners of all kinds and abilities and with a wide range of interest.  We welcome new, experienced, expert and armchair gardeners.",1/12/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Denham & Gerrards Cross,Southern,
2817,Support,Support,,,,,,Support and community groups;,Support and assistance;,,Support and community groups;Support and assistance;,Burnham,St Peter's Church,Listening Ear,,,,,,,,,FALSE,various,"St Peters Church, Church Street, Burnham",SL1 7HX,,,01628 664338,,,Call to find out more,1/12/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,Beeches,Southern,
2818,Social,Arts/Crafts,"Arts, Crafts, Music and Drama;",,,,,,,,"Arts, Crafts, Music and Drama;",Taplow,,Art Classes - Painting & Drawing,,,,,,,,,TRUE,"Tuesday 14:00-16:00, Friday 10:00-12:00","Women's Institute Hall, Institute Road, Taplow",SL6 0NS,,Edith Wright,01628 543663,,,"Tuesdays - watercolours, Fridays - oils & acrylics.  Open to both men and women.  Please contact for further details",1/12/2018,,2019-01-10 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Beeches,Southern,New Entry
2819,Active,Exercise;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Taplow,,Burnham Gardening Society,,,,,,,,,FALSE,,"Allotments, Boundary Road, Taplow",SL6 0EZ,,Robert O'Keefe,07411 773531,www.burnham-allotments.co.uk,roberokeefe@icloud.com,People can rent a full or half allotment plot to grow their own fruit and vegetables.  Annual membership fee,1/12/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Beeches,Southern,
2820,Social,Music/Drama,"Arts, Crafts, Music and Drama;",,,,,,,,"Arts, Crafts, Music and Drama;",Taplow,,WI Drama Group,,,Wednesday;,,,,,Wednesday;,TRUE,Wednesday 14:00-16:00,"Women's Institute Hall, Institute Road, Taplow",SL6 0NS,,Edith Wright,01628 543663,,,Please contact for further details,1/12/2018,,2019-01-10 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Beeches,Southern,New Entry
2821,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Great Kingshill,,Body Blitz,Monday;,,,,,,,Monday;,FALSE,Monday 19:15-20:30,"Great Kingshill Village Hall, Missenden Road, Great Kingshill",HP15 6DW,,Alice Ramcharran,07500 772146,,,Please contact for further information,1/12/2018,,2018-12-10 JAL Confirmed by Gt Kingshill events page,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,North West Chilterns,Amersham and Chesham,New Entry
2822,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Great Kingshill,,Badminton - Ladies (Hughenden),,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 09:30-11:30,"Great Kingshill Village Hall, Missenden Road, Great Kingshill",HP15 6DW,,Chris Gould,01494 714566,,,Please contact for further details,1/12/2018,,2018-12-10 JAL Confirmed by Gt Kingshill events page,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,North West Chilterns,Amersham and Chesham,New Entry
2823,Social,Arts/Crafts,"Arts, Crafts, Music and Drama;",,,Entertainment and leisure;,,,,,"Arts, Crafts, Music and Drama;Entertainment and leisure;",Great Kingshill,,Embroidery Workshop,,,,,,Saturday;,,Saturday;,TRUE,Saturdays - ad hoc,"Great Kingshill Village Hall, Missenden Road, Great Kingshill",HP15 6DW,,Judith Gibson,01494 862997,,,Please contact for further information,1/12/2018,,2018-12-10 JAL Confirmed by Gt Kingshill events page,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,North West Chilterns,Amersham and Chesham,New Entry
2824,Active,Music/Drama;Social,"Arts, Crafts, Music and Drama;",,,Entertainment and leisure;,Social groups;,,,,"Arts, Crafts, Music and Drama;Entertainment and leisure;Social groups;",Great Kingshill,,Line Dancing - Hughenden,,,Wednesday;,,,,,Wednesday;,FALSE,Wednesday 19:30-21:30,"Great Kingshill Village Hall, Missenden Road, Great Kingshill",HP15 6DW,,Donna Livingstone,01844 867052,,,Please contact for further information,1/12/2018,,2018-12-10 JAL Confirmed by Gt Kingshill events page,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,North West Chilterns,Amersham and Chesham,New Entry
2825,Social,Social,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Great Kingshill,,Mah Jong,Monday;,,,,,,,Monday;,TRUE,4th Monday 14:00-16:00,"Great Kingshill Village Hall, Missenden Road, Great Kingshill",HP15 6DW,,Cathi Grainger,01494 715530,,,Please contact for further information,1/12/2018,,2018-12-10 JAL Confirmed by Gt Kingshill events page,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,North West Chilterns,Amersham and Chesham,New Entry
2826,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Great Kingshill,,Modern Pilates,,,Wednesday;,,,,,Wednesday;,TRUE,Wednesday 09:30-10:30,"Great Kingshill Village Hall, Missenden Road, Great Kingshill",HP15 6DW,,Nicola Gibbs,01494 525459 / 07949 164613,,,Please contact for further information,1/12/2018,,2018-12-10 JAL Confirmed by Gt Kingshill events page,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,North West Chilterns,Amersham and Chesham,New Entry
2827,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Great Kingshill,,Table Tennis - Great Kingshill,Monday;,Tuesday;,,,,,,Monday;Tuesday;,TRUE,"Monday, Tuesday 19:30-22:30","Great Kingshill Village Hall, Missenden Road, Great Kingshill",HP15 6DW,,Susana Hansell,01494 713572,,,Please contact for further information,1/12/2018,,2018-12-10 JAL Confirmed by Gt Kingshill events page,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,North West Chilterns,Amersham and Chesham,New Entry
2828,Learning,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Great Kingshill,University of the 3rd Age,U3A - Great Kingshill,,,,,Friday;,,,Friday;,TRUE,1st & 3rd Friday 14:00-16:00,"Great Kingshill Village Hall, Missenden Road, Great Kingshill",HP15 6DW,,David Jarman,01494 712441,,,Please contact for further information,1/12/2018,,2018-12-10 JAL Confirmed by Gt Kingshill events page,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,North West Chilterns,Amersham and Chesham,New Entry
2874,Learning,IT,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Amersham,Amersham Library,Get Started Online - Amersham,,,,,,,,,TRUE,,"Amersham Library, Chilton Avenue, Amersham",HP6 5AH,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/amersham,library@buckscc.gov.uk,"A free computer course for beginners where you can learn at your own pace in a friendly, relaxed environment.  Please contact for further details",1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,,,Amersham,Amersham and Chesham,New Entry
2875,Learning,IT,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,Aylesbury Library,Get Started Online - Aylesbury,,,Wednesday;,,Friday;,,,Wednesday;Friday;,TRUE,"Wednesday 10:00-11:00, Friday 14:30-15:30","Aylesbury Library, Walton Street, Aylesbury",HP20 1UU,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/aylesbury,library@buckscc.gov.uk,"A free computer course for beginners where you can learn at your own pace in a friendly, relaxed environment.  Please contact for further details",1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,Greater Aylesbury,AV Central,New Entry
2876,Learning,IT,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Beaconsfield,Beaconsfield Library,Get Started Online,,,,,,,,,TRUE,,"Beaconsfield Library, Reynolds Road, Beaconsfield",HP9 2NJ,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/beaconsfield,library@buckscc.gov.uk,"A free computer course for beginners where you can learn at your own pace in a friendly, relaxed environment.  Please contact for further details",1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,Building Wheelchair Access;WC Wheelchair Access,,Beaconsfield,Wooburn Green,New Entry
2877,Social,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Beaconsfield,Beaconsfield Library,Wednesday Club - Beaconsfield,,,Wednesday;,,,,,Wednesday;,TRUE,Wednesday 10:00-12:00,"Beaconsfield Library, Reynolds Road, Beaconsfield",HP9 2NJ,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/beaconsfield,library@buckscc.gov.uk,"Join for us for a coffee, learn something new, make new friends and have lots of fun.",1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;WC Wheelchair Access,,Beaconsfield,Wooburn Green,New Entry
